round,deltaT,mean_accuracy,n_selected
1,55140.0,0.5591682642698288,3
2,55176.0,0.5591279789805412,3
3,55174.0,0.6342491855223974,3
4,55155.0,0.6922887067000071,3
5,55140.0,0.6426549752553304,3
6,55188.0,0.6955613891283671,3
7,55136.0,0.774919350941976,3
8,55172.0,0.8150831262270609,3
9,55175.0,0.7573174585898718,3
10,55141.0,0.8162884811560313,3
11,55136.0,0.7783325413862864,3
12,55135.0,0.7899032930533091,3
13,55169.0,0.8111455539862314,3
14,55176.0,0.8180099725723267,3
15,55180.0,0.8038146644830704,3
16,55171.0,0.7864105155070623,3
17,55137.0,0.7733763506015142,3
18,55139.0,0.7861082206169764,3
19,55140.0,0.8076245735088984,3
20,55138.0,0.8918244938055674,3
21,55144.0,0.8376171886920929,3
22,55141.0,0.8629917552073797,3
23,55139.0,0.8883271515369415,3
24,55172.0,0.8796869516372681,3
25,55174.0,0.8429803351561228,3
26,55152.0,0.8211055298646291,3
27,55140.0,0.878785232702891,3
28,55174.0,0.8988967637221018,3
29,55139.0,0.8789344628651937,3
30,55174.0,0.9246207177639008,3
31,55147.0,0.919027050336202,3
32,55175.0,0.9198983609676361,3
33,55138.0,0.9263551036516825,3
34,55172.0,0.9407159586747488,3
35,55133.0,0.8883129854997,3
36,55136.0,0.9278232157230377,3
37,55176.0,0.9262759685516357,3
38,55136.0,0.9210855762163798,3
39,55138.0,0.9272970060507456,3
40,55134.0,0.916680117448171,3
41,55136.0,0.9252109428246816,3
42,55138.0,0.9528689583142599,3
43,55143.0,0.9209775328636169,3
44,55171.0,0.9589330653349558,3
45,55168.0,0.9377904832363129,3
46,55167.0,0.9234054684638977,3
47,55141.0,0.939117431640625,3
48,55140.0,0.9413727422555288,3
49,55172.0,0.92794136206309,3
50,55143.0,0.928257942199707,3
