round,deltaT,mean_accuracy,n_selected
1,3096.0,0.5577450878918171,2
2,3127.0,0.5982865244150162,2
3,2129.0,0.8000623434782028,2
4,3116.0,0.7857631668448448,2
5,2124.0,0.7449885755777359,1
6,2096.0,0.825848788022995,2
7,2088.0,0.8972635418176651,2
8,2126.0,0.9113202840089798,2
9,3127.0,0.8859142959117889,2
10,2123.0,0.8764354437589645,1
11,2129.0,0.8967408239841461,2
12,2124.0,0.9340412467718124,1
13,2122.0,0.9364983886480331,2
14,2126.0,0.9493797868490219,1
15,2124.0,0.9159184247255325,1
16,2126.0,0.956592321395874,2
17,2099.0,0.9571385532617569,2
18,2109.0,0.9663379788398743,2
19,2094.0,0.9517143666744232,2
20,3127.0,0.925219401717186,3
21,3127.0,0.9533111602067947,2
22,2124.0,0.96079982817173,1
23,3113.0,0.9464181959629059,2
24,2121.0,0.9522759914398193,1
25,2093.0,0.9651562422513962,2
26,2091.0,0.9718329757452011,2
