segs,recived,sent,recived_dt,sent_dt
0,0,0,0,0
5,165,124,165,124
10,12545713,22062934,12545548,22062810
15,31571710,60114772,19025997,38051838
20,50592601,98156578,19020891,38041806
25,79119757,155210062,28527156,57053484
30,98135949,193241773,19016192,38031711
35,126656733,250283580,28520784,57041807
40,145669886,288310426,19013153,38026846
45,167865122,329502373,22195236,41191947
50,190030281,380196738,22165159,50694365
55,212207349,430886375,22177068,50689637
