segs,recived,sent,recived_dt,sent_dt
0.046,0,0,0,0
3.222,223,105,223,105
9.136,4642120,5375,4641897,5270
15.211,22043527,37892921,17401407,37887546
21.181,37884896,81615328,15841369,43722407
27.146,50556332,113929707,12671436,32314379
33.236,63228139,142442245,12671807,28512538
39.145,77228490,170947232,14000351,28504987
45.15,97536258,199449760,20307768,28502528
51.172,110734024,237453629,13197766,38003869
57.141,126567317,284440596,15833293,46986967
63.186,139234290,313452208,12666973,29011612
69.136,151900248,341952565,12665958,28500357
75.146,169626972,370451633,17726724,28499068
81.14,186730635,408448795,17103663,37997162
87.138,202560915,448172859,15830280,39724064
93.187,215225584,484433647,12664669,36260788
99.176,227891388,512932170,12665804,28498523
105.135,241578929,541425924,13687541,28493754
111.142,257823777,569919462,16244848,28493538
117.176,275379130,607909614,17555353,37990152
123.152,291207362,654797300,15828232,46887686
129.192,303871030,683887442,12663668,29090142
135.209,316533387,712377993,12662357,28490551
141.156,331504271,740865006,14970884,28487013
147.152,350350909,775683133,18846638,34818127
153.203,367177623,817979312,16826714,42296179
159.194,379837470,854811537,12659847,36832225
165.16,392498490,883298186,12661020,28486649
171.135,405188085,911786560,12689595,28488374
177.141,423792041,940271450,18603956,28484890
183.161,439690429,975085862,15898388,34814412
189.194,455797792,1021286685,16107363,46200823
195.14,468457594,1054208206,12659802,32921521
201.222,481118296,1082695103,12660702,28486897
207.148,494783607,1111177884,13665311,28482781
213.146,514886623,1139664475,20103016,28486591
219.196,528590092,1177640984,13703469,37976509
225.184,544412879,1224670441,15822787,47029457
231.163,557072167,1253590479,12659288,28920038
237.216,569730077,1282073529,12657910,28483050
243.139,586341775,1310555017,16611698,28481488
249.162,603735482,1345364879,17393707,34809862
255.235,620361671,1387652608,16626189,42287729
261.227,633018799,1424472401,12657128,36819793
