segs,recived,sent,recived_dt,sent_dt
10.000002,0,0,0,0
20.000002,185,129,185,129
30.000002,2691,5401,2506,5272
40.000002,12545698,28406836,12543007,28401435
50.000002,31569344,63283944,19023646,34877108
60.000002,50591847,114010284,19022503,50726340
70.000002,63270379,142538304,12678532,28528020
80.000002,75947048,171061911,12676669,28523607
90.000002,88626197,199590538,12679149,28528627
100.000002,101302117,228111802,12675920,28521264
110.000002,113977655,256630394,12675538,28518592
120.000002,139325298,313661646,25347643,57031252
130.000002,158333859,348513606,19008561,34851960
140.000002,177358090,399206906,19024231,50693300
150.000002,202685319,456224079,25327229,57017173
160.000002,228024216,513235965,25338897,57011886
170.000002,253362781,570249289,25338565,57013324
180.000002,266031101,598753808,12668320,28504519
190.000002,291366706,655758967,25335605,57005159
200.000002,304034080,684260430,12667374,28501463
210.000002,329367719,741259793,25333639,56999363
220.000002,338866836,750760799,9499117,9501006
230.000002,354699481,798257213,15832645,47496414
240.000002,376862797,836252673,22163316,37995460
250.000002,392695644,883750829,15832847,47498156
260.000002,405361594,912251843,12665950,28501014
270.000002,430691289,969244432,25329695,56992589
280.000002,443355954,997741181,12664665,28496749
290.000002,456020013,1026235504,12664059,28494323
300.000002,481347438,1083220344,25327425,56984840
310.000002,506675721,1140209382,25328283,56989038
320.000002,532002366,1197193787,25326645,56984405
330.000002,544664778,1225684324,12662412,28490537
340.000002,566838679,1263674910,22173901,37990586
350.000002,582653461,1311159012,15814782,47484102
360.000002,595316435,1339653916,12662974,28494904
370.000002,617474593,1377638834,22158158,37984918
