round,deltaT,mean_accuracy,n_selected
1,3098.0,0.5904765985906124,2
2,3093.0,0.559153113514185,2
3,2126.0,0.7741467654705048,2
4,2093.0,0.7778007388114929,2
5,2123.0,0.8315636366605759,2
6,2127.0,0.8178277313709259,1
7,2088.0,0.8949979841709137,2
8,2089.0,0.8556044846773148,1
9,2090.0,0.9148081690073013,2
10,2089.0,0.8833840489387512,1
11,3122.0,0.9288193583488464,3
12,2090.0,0.8996853083372116,1
13,2127.0,0.9431442618370056,2
14,2089.0,0.9216842204332352,1
15,2088.0,0.9475750923156738,2
16,2121.0,0.9367574453353882,1
17,2125.0,0.9628801643848419,2
18,2127.0,0.9476559460163116,1
19,2125.0,0.9608777314424515,2
20,2124.0,0.9642083644866943,2
21,3135.0,0.968183845281601,3
22,2124.0,0.9444795399904251,2
23,2128.0,0.9642505794763565,2
24,2127.0,0.9593336284160614,2
25,2091.0,0.970025822520256,1
